Entities,ACAIC,ACMIC,AID,ANA,CAM,CBO,CBOin,CBOout,CIS,CLD,CP,DAM,DCAEC,DCC,DCMEC,DIT,DSC,EIC,EIP,ICHClass,LCOM1,LCOM2,LCOM5,MFA,MOA,NAD,NADExtended,NCM,NCP,NMA,NMD,NMDExtended,NMI,NMO,NOA,NOC,NOD,NOH,NOM,NOP,NOPM,NOParam,PIIR,PP,REIP,RFP,RPII,RRFP,RRTP,RTP,SIX,WMC,WMC1,cohesionAttributes,connectivity
org.eclipse.core.resources.IResourceChangeEvent,0,0,0,109.0338645,0,0,0,0,5,1,16,0,0,0,0,0,689,369,21,0,0,0,0,0,5,5,5,5,31,5,5,5,0,0,0,1,1,31,5,0,4,2,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,10,5,0,0
org.eclipse.team.internal.core.simpleAccess.SimpleAccessOperations,0,0,0,10.93206522,0,0,0,0,9,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,9,1,9,9,9,0,0,0,0,0,23,9,0,0,3,0,0,0,0,0,0,0,0,0,25,9,0,0
org.eclipse.debug.core.model.ILaunchConfigurationDelegate,0,0,0,10.96354167,0,0,0,0,1,0,1,0,0,0,0,0,523,5,4,0,0,0,0,0,0,0,0,1,26,1,1,1,0,0,0,0,0,21,1,0,0,4,12,3,0.25,1,0.75,1,1,4,0,5,1,0,0
org.eclipse.update.ui.forms.internal.IFormPage,0,0,0,11,0,0,0,0,8,0,13,0,0,0,0,0,591,32,1,0,0,0,0,0,0,0,0,8,30,8,8,8,0,0,0,0,0,26,8,0,0,1,9,12,0.1,116,0.9,0.539534884,0.407035176,81,0,14,8,0,0
org.eclipse.core.resources.IResourceDeltaVisitor,0,0,0,110.312749,0,0,0,0,1,0,16,0,0,0,0,0,689,369,21,0,0,0,0,0,0,0,0,1,31,1,1,1,0,0,0,0,0,31,1,0,0,1,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,2,1,0,0
org.eclipse.core.resources.IResourceVisitor,0,0,0,110.8665339,0,0,0,0,1,0,16,0,0,0,0,0,689,369,21,0,0,0,0,0,0,0,0,1,31,1,1,1,0,0,0,0,0,31,1,0,0,1,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,2,1,0,0
org.eclipse.core.resources.ISaveContext,0,0,0,111.1434263,0,0,0,0,9,1,16,0,0,0,0,0,689,369,21,0,0,0,0,0,3,3,3,9,31,9,9,9,0,0,0,1,1,31,9,0,9,2,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,15,9,0,0
org.eclipse.core.resources.ISavedState,0,0,0,111.8087649,0,0,0,0,4,1,16,0,0,0,0,0,689,369,21,0,0,0,0,0,0,0,0,4,31,4,4,4,0,0,0,1,1,31,4,0,4,1,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,8,4,0,0
org.eclipse.help.ui.browser.IBrowser,0,0,0,1.121546961,0,0,0,0,7,1,5,0,0,0,0,0,587,7,8,0,0,0,0,0,0,0,0,7,3,7,7,7,0,0,0,4,4,22,7,0,7,2,0,2,1,7,0,1,1,2,0,8,7,0,0
org.eclipse.core.resources.ISynchronizer,0,0,0,112.5159363,0,0,0,0,7,1,16,0,0,0,0,0,689,369,21,0,0,0,0,0,0,0,0,7,31,7,7,7,0,0,0,1,1,31,7,0,7,4,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,19,7,0,0
org.eclipse.core.resources.IWorkspaceDescription,0,0,0,113.3306773,0,0,0,0,12,2,16,0,0,0,0,0,689,369,21,0,0,0,0,0,0,0,0,12,31,12,12,12,0,0,0,1,1,31,12,0,12,1,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,14,12,0,0
org.eclipse.update.ui.forms.internal.IFormSelectionListener,0,0,0,11.4144385,0,0,0,0,1,0,13,0,0,0,0,0,591,32,1,0,0,0,0,0,0,0,0,1,30,1,1,1,0,0,0,0,0,26,1,0,0,1,9,12,0.1,116,0.9,0.539534884,0.407035176,81,0,2,1,0,0
org.eclipse.core.resources.IWorkspaceRunnable,0,0,0,114.1593625,0,0,0,0,1,0,16,0,0,0,0,0,689,369,21,0,0,0,0,0,0,0,0,1,31,1,1,1,0,0,0,0,0,31,1,0,0,1,3,14,0.875,90,0.125,0.989010989,0.983870968,61,0,2,1,0,0
org.eclipse.update.ui.forms.internal.IFormTextListener,0,0,0,11.64705882,0,0,0,0,2,0,13,0,0,0,0,0,591,32,1,0,0,0,0,0,0,0,0,2,30,2,2,2,0,0,0,0,0,26,2,0,0,1,9,12,0.1,116,0.9,0.539534884,0.407035176,81,0,4,2,0,0
org.eclipse.core.resources.team.IMoveDeleteHook,0,0,0,116.810757,0,0,0,0,6,1,0,0,0,0,0,0,689,0,2,0,0,0,0,0,0,0,0,6,2,6,6,6,0,0,0,1,1,31,6,0,6,5,0,0,1,0,0,0,0,0,0,27,6,0,0
org.eclipse.core.resources.team.IResourceTree,0,0,0,117.5059761,0,0,0,0,18,1,0,0,0,0,0,0,689,0,2,0,0,0,0,0,1,1,1,18,2,18,18,18,0,0,0,1,1,31,18,0,18,4,0,0,1,0,0,NaN,NaN,0,0,48,18,0,0
org.eclipse.debug.core.model.IMemoryBlockRetrieval,0,0,0,11.84375,0,0,0,0,2,2,1,0,0,0,0,0,523,5,4,0,0,0,0,0,0,0,0,2,26,2,2,2,0,0,0,1,1,21,2,0,0,2,12,3,0.25,1,0.75,1,1,4,0,3,2,0,0
org.eclipse.pde.internal.ui.IEnvironmentVariables,0,0,0,1.187039764,0,0,0,0,0,1,39,0,0,0,0,0,1279,7,1,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,2,2,35,0,0,0,0,1,17,0.5,640,0.5,0.986132512,0.804347826,37,0,0,0,NaN,0
org.eclipse.core.runtime.IAdaptable,0,0,0,118.8565737,0,0,0,0,1,4,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,1,31,1,1,1,0,0,0,12,63,31,1,0,1,1,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,3,1,0,0
org.eclipse.update.ui.forms.internal.IFormWorkbook,0,0,0,11.90374332,0,0,0,0,10,1,13,0,0,0,0,0,591,32,1,0,0,0,0,0,0,0,0,10,30,10,10,10,0,0,0,2,2,26,10,0,10,1,9,12,0.1,116,0.9,0.539534884,0.407035176,81,0,18,10,0,0
org.eclipse.core.runtime.IAdapterFactory,0,0,0,119.1553785,0,0,0,0,2,0,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,2,31,2,2,2,0,0,0,0,0,31,2,0,0,2,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,6,2,0,0
org.eclipse.core.runtime.IAdapterManager,0,0,0,119.4023904,0,0,0,0,4,1,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,4,31,4,4,4,0,0,0,1,1,31,4,0,4,2,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,12,4,0,0
org.eclipse.swt.ole.win32.OleListener,0,0,0,1.194602273,0,0,0,0,1,0,27,0,0,0,0,0,845,13,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,41,1,0,0,1,1,26,0,413,1,0.878723404,0.892045455,471,0,2,1,0,0
org.eclipse.swt.custom.CTabFolderListener,0,0,0,1.194602273,0,0,0,0,1,1,19,0,0,0,0,0,845,40,0,0,0,0,0,0,0,0,0,1,46,1,1,1,0,0,0,1,1,41,1,0,1,1,6,23,0,338,1,0.635338346,0.775164628,824,0,2,1,0,0
org.eclipse.swt.widgets.Listener,0,0,0,1.194602273,0,0,0,0,1,2,22,0,0,0,0,0,845,12,26,0,0,0,0,0,0,0,0,1,50,1,1,1,0,0,0,1,3,41,1,0,1,1,9,22,0.742857143,749,0.257142857,0.487947883,0.814615007,3322,0,2,1,0,0
org.eclipse.swt.custom.StyledTextContent,0,0,0,1.194602273,0,0,0,0,11,1,19,0,1,0,1,0,845,40,0,0,0,0,0,0,0,0,0,11,46,11,11,11,0,0,0,2,2,41,11,0,11,3,6,23,0,338,1,0.635338346,0.775164628,824,0,18,11,0,0
org.eclipse.swt.graphics.Drawable,0,0,0,1.194602273,0,0,0,0,2,7,26,0,0,0,0,0,845,23,4,0,0,0,0,0,0,0,0,2,20,2,2,2,0,0,0,3,38,41,2,0,2,2,1,26,0.8,737,0.2,0.869103774,0.833583208,556,0,4,2,0,0
org.eclipse.core.runtime.IConfigurationElement,0,0,0,119.6752988,0,0,0,0,10,3,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,10,31,10,10,10,0,0,0,1,1,31,10,0,8,1,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,24,10,0,0
org.eclipse.core.runtime.IExecutableExtension,0,0,0,120.0119522,0,0,0,0,1,3,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,1,31,1,1,1,0,0,0,1,2,31,1,0,1,3,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,4,1,0,0
org.eclipse.core.runtime.IExtension,0,0,0,120.2250996,0,0,0,0,6,3,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,6,31,6,6,6,0,0,0,1,1,31,6,0,6,0,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,12,6,0,0
org.eclipse.core.runtime.IExtensionPoint,0,0,0,120.6613546,0,0,0,0,8,3,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,8,31,8,8,8,0,0,0,1,1,31,8,0,8,1,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,17,8,0,0
org.eclipse.jdt.debug.ui.IJavaDebugUIConstants,0,0,0,1.206827309,0,7,5,1,0,0,11,0,0,7,0,0,1026,2,0,0,0,0,0,0,1,8,8,1,2,1,1,1,0,0,0,0,0,27,1,0,0,0,0,10,0,38,0,1,1,45,0,17,1,0.625,0
org.eclipse.core.runtime.ILibrary,0,0,0,121.0478088,0,0,0,0,5,3,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,2,2,5,31,5,5,5,0,0,0,1,1,31,5,0,2,0,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,8,5,0,0
org.eclipse.core.runtime.ILog,0,0,0,121.2250996,0,0,0,0,4,1,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,4,31,4,4,4,0,0,0,1,1,31,4,0,4,1,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,8,4,0,0
org.eclipse.update.ui.forms.internal.IHyperlinkListener,0,0,0,12.21925134,0,0,0,0,3,1,13,0,0,0,0,0,591,32,1,0,0,0,0,0,0,0,0,3,30,3,3,3,0,0,0,1,1,26,3,0,3,1,9,12,0.1,116,0.9,0.539534884,0.407035176,81,0,6,3,0,0
org.eclipse.core.runtime.IPluginDescriptor,0,0,0,122.5119522,0,0,0,0,19,4,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,19,31,19,19,19,0,0,0,1,1,31,19,0,19,2,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,45,19,0,0
org.eclipse.core.runtime.IPluginPrerequisite,0,0,0,123.2948207,0,0,0,0,10,3,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,10,31,10,10,10,0,0,0,1,1,31,10,0,10,0,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,13,10,0,0
org.eclipse.core.runtime.IPluginRegistry,0,0,0,123.5677291,0,0,0,0,12,2,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,12,31,12,12,12,0,0,0,1,1,31,12,0,12,3,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,42,12,0,0
org.eclipse.core.runtime.IProgressMonitor,0,0,0,124.1115538,0,0,0,0,8,2,19,0,1,0,3,0,689,420,32,0,0,0,0,0,1,1,1,8,31,8,8,8,0,0,0,2,3,31,8,0,8,2,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,11,8,0,0
org.eclipse.core.runtime.ISafeRunnable,0,0,0,124.3804781,0,0,0,0,2,0,19,0,0,0,0,0,689,420,32,0,0,0,0,0,0,0,0,2,31,2,2,2,0,0,0,0,0,31,2,0,0,1,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,3,2,0,0
org.eclipse.core.runtime.IStatus,0,0,0,124.689243,0,0,0,0,9,2,19,0,2,0,4,0,689,420,32,0,0,0,0,0,4,4,4,9,31,9,9,9,0,0,0,2,5,31,9,0,9,1,6,18,0.842105263,220,0.157894737,0.969162996,0.912087912,83,0,13,9,0,0
org.eclipse.core.internal.dtree.IComparator,0,0,0,13.15537849,0,0,0,0,1,2,25,0,0,0,0,0,689,9,1,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,1,3,31,1,0,1,2,3,16,0.25,85,0.75,0.685483871,0.773255814,133,0,3,1,0,0
org.eclipse.jdt.launching.IJavaLaunchConfigurationConstants,0,0,0,13.20533333,0,9,17,21,0,0,2,0,0,9,0,0,554,73,11,0,0,0,0,0,22,43,43,1,21,1,1,1,0,0,0,0,0,26,1,0,0,0,5,5,0.6875,29,0.3125,0.604166667,0.612244898,30,0,127,1,0.488372093,0
org.eclipse.update.core.IVerificationListener,0,0,0,1.334061135,0,0,0,0,1,0,18,0,0,0,0,0,610,33,16,0,0,0,0,0,4,4,4,1,44,1,1,1,0,0,0,0,0,30,1,0,0,1,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,2,1,0,0
org.eclipse.update.configuration.IProblemHandler,0,0,0,1.334061135,0,0,0,0,1,0,8,0,0,0,0,0,610,7,6,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,30,1,0,0,1,0,5,1,22,0,0.956521739,0.909090909,10,0,2,1,0,0
org.eclipse.update.configuration.ILocalSystemInfoListener,0,0,0,1.334061135,0,0,0,0,1,0,8,0,0,0,0,0,610,7,6,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,30,1,0,0,2,0,5,1,22,0,0.956521739,0.909090909,10,0,2,1,0,0
org.eclipse.update.core.ISiteFactory,0,0,0,1.334061135,0,0,0,0,1,3,18,0,0,0,0,0,610,33,16,0,0,0,0,0,0,0,0,1,44,1,1,1,0,0,0,1,3,30,1,0,1,1,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,3,1,0,0
org.eclipse.update.core.IFeatureFactory,0,0,0,1.334061135,0,0,0,0,1,3,18,0,0,0,0,0,610,33,16,0,0,0,0,0,0,0,0,1,44,1,1,1,0,0,0,1,3,30,1,0,1,2,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,4,1,0,0
org.eclipse.update.internal.core.IWritable,0,0,0,1.334061135,0,0,0,0,1,4,20,0,0,0,0,0,610,47,0,0,0,0,0,0,1,1,1,1,45,1,1,1,0,0,0,5,5,30,1,0,1,2,5,21,0,382,1,0.660899654,0.669316375,421,0,2,1,0,0
org.eclipse.update.core.IFeatureContentConsumer,0,0,0,1.334061135,0,0,0,0,11,4,18,0,1,0,0,0,610,33,16,0,0,0,0,0,0,0,0,11,44,11,11,11,0,0,0,1,2,30,11,0,11,2,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,24,11,0,0
org.eclipse.update.core.IFeatureContentProvider,0,0,0,1.334061135,0,0,0,0,13,2,18,0,0,0,0,0,610,33,16,0,0,0,0,0,0,0,0,13,44,13,13,13,0,0,0,1,3,30,13,0,13,2,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,38,13,0,0
org.eclipse.update.core.IInstallHandler,0,0,0,1.334061135,0,0,0,0,15,2,18,0,1,0,0,0,610,33,16,0,0,0,0,0,4,4,4,15,44,15,15,15,0,0,0,2,3,30,15,0,15,4,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,22,15,0,0
org.eclipse.update.configuration.IInstallDeltaHandler,0,0,0,1.334061135,0,0,0,0,2,0,8,0,0,0,0,0,610,7,6,0,0,0,0,0,0,0,0,2,13,2,2,2,0,0,0,0,0,30,2,0,0,1,0,5,1,22,0,0.956521739,0.909090909,10,0,3,2,0,0
org.eclipse.update.configuration.IInstallConfigurationChangedListener,0,0,0,1.334061135,0,0,0,0,2,0,8,0,0,0,0,0,610,7,6,0,0,0,0,0,0,0,0,2,13,2,2,2,0,0,0,0,0,30,2,0,0,1,0,5,1,22,0,0.956521739,0.909090909,10,0,4,2,0,0
org.eclipse.update.configuration.ILocalSiteChangedListener,0,0,0,1.334061135,0,0,0,0,2,0,8,0,0,0,0,0,610,7,6,0,0,0,0,0,0,0,0,2,13,2,2,2,0,0,0,0,0,30,2,0,0,1,0,5,1,22,0,0.956521739,0.909090909,10,0,4,2,0,0
org.eclipse.update.core.IContentConsumer,0,0,0,1.334061135,0,0,0,0,2,2,18,0,2,0,2,0,610,33,16,0,0,0,0,0,0,0,0,2,44,2,2,2,0,0,0,1,5,30,2,0,2,2,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,4,2,0,0
org.eclipse.update.core.IVerifier,0,0,0,1.334061135,0,0,0,0,3,2,18,0,1,0,0,0,610,33,16,0,0,0,0,0,0,0,0,3,44,3,3,3,0,0,0,1,2,30,3,0,3,4,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,9,3,0,0
org.eclipse.update.configuration.IConfiguredSiteChangedListener,0,0,0,1.334061135,0,0,0,0,4,0,8,0,0,0,0,0,610,7,6,0,0,0,0,0,0,0,0,4,13,4,4,4,0,0,0,0,0,30,4,0,0,1,0,5,1,22,0,0.956521739,0.909090909,10,0,8,4,0,0
org.eclipse.update.core.ISiteContentProvider,0,0,0,1.334061135,0,0,0,0,4,2,18,0,0,0,0,0,610,33,16,0,0,0,0,0,0,0,0,4,44,4,4,4,0,0,0,1,3,30,4,0,4,1,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,9,4,0,0
org.eclipse.update.internal.core.ISiteContentConsumer,0,0,0,1.334061135,0,0,0,0,5,2,20,0,0,0,0,0,610,47,0,0,0,0,0,0,0,0,0,5,45,5,5,5,0,0,0,1,2,30,5,0,5,2,5,21,0,382,1,0.660899654,0.669316375,421,0,12,5,0,0
org.eclipse.update.core.IVerificationResult,0,0,0,1.334061135,0,0,0,0,9,1,18,0,0,0,0,0,610,33,16,0,0,0,0,0,7,7,7,9,44,9,9,9,0,0,0,1,1,30,9,0,9,0,17,16,0.484848485,199,0.515151515,0.765384615,0.726457399,162,0,15,9,0,0
org.eclipse.core.internal.dtree.IDataFlattener,0,0,0,13.42629482,0,0,0,0,2,0,25,0,0,0,0,0,689,9,1,0,0,0,0,0,0,0,0,2,17,2,2,2,0,0,0,0,0,31,2,0,0,3,3,16,0.25,85,0.75,0.685483871,0.773255814,133,0,8,2,0,0
org.eclipse.debug.core.model.ISourceLocator,0,0,0,13.52864583,0,0,0,0,1,1,1,0,0,0,0,0,523,5,4,0,0,0,0,0,0,0,0,1,26,1,1,1,0,0,0,1,1,21,1,0,0,1,12,3,0.25,1,0.75,1,1,4,0,3,1,0,0
org.eclipse.jdt.launching.IRuntimeClasspathEntry,0,0,0,13.61333333,0,0,0,0,14,1,2,0,0,0,0,0,554,73,11,0,0,0,0,0,7,7,7,14,21,14,14,14,0,0,0,1,1,26,14,0,14,1,5,5,0.6875,29,0.3125,0.604166667,0.612244898,30,0,25,14,0,0
org.eclipse.pde.internal.builders.ISchemaTransformer,0,0,0,1.367952522,0,0,0,0,1,1,9,0,0,0,0,0,506,9,0,0,0,0,0,0,0,0,0,1,9,1,1,1,0,0,0,1,1,21,1,0,1,3,1,11,0,29,1,0.852941176,0.807692308,21,0,4,1,0,0
org.eclipse.team.internal.ccvs.core.ICVSRunnable,0,0,0,1.379464286,0,0,0,0,1,0,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,29,1,0,0,1,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,2,1,0,0
org.eclipse.team.internal.ccvs.core.IUserAuthenticator,0,0,0,1.379464286,0,0,0,0,1,0,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,29,1,0,0,3,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,4,1,0,0
org.eclipse.team.internal.ccvs.core.client.listeners.IStatusListener,0,0,0,1.379464286,0,0,0,0,1,0,6,0,0,0,0,0,611,10,0,0,0,0,0,0,0,1,1,1,13,1,1,1,0,0,0,0,0,29,1,0,0,3,1,11,0,13,1,0.590909091,0.876712329,64,0,4,1,0,0
org.eclipse.team.internal.ccvs.core.ICVSProvider,0,0,0,1.379464286,0,0,0,0,14,1,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,14,25,14,14,14,0,0,0,1,1,29,14,0,14,5,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,43,14,0,0
org.eclipse.team.internal.ccvs.core.ICVSResource,0,0,0,1.379464286,0,0,0,0,15,4,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,15,25,15,15,15,0,0,0,4,28,29,15,0,15,1,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,26,15,0,0
org.eclipse.team.internal.ccvs.core.ICVSListener,0,0,0,1.379464286,0,0,0,0,2,0,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,2,25,2,2,2,0,0,0,0,0,29,2,0,0,1,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,4,2,0,0
org.eclipse.team.internal.ccvs.core.IConnectionMethod,0,0,0,1.379464286,0,0,0,0,2,1,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,2,25,2,2,2,0,0,0,2,2,29,2,0,2,2,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,6,2,0,0
org.eclipse.team.internal.ccvs.core.ICVSResourceVisitor,0,0,0,1.379464286,0,0,0,0,2,3,22,0,0,0,0,0,611,12,23,0,0,0,0,0,0,0,0,2,25,2,2,2,0,0,0,5,10,29,2,0,2,1,5,19,0.821428571,211,0.178571429,0.913419913,0.795918367,78,0,4,2,0,0
org.eclipse.team.internal.ccvs.core.client.listeners.IConsoleListener,0,0,0,1.379464286,0,0,0,0,4,0,6,0,0,0,0,0,611,10,0,0,0,0,0,0,0,0,0,4,13,4,4,4,0,0,0,0,0,29,4,0,0,2,1,11,0,13,1,0.590909091,0.876712329,64,0,9,4,0,0
