Class,AntiSingleton_NotClassGlobalVariable,Blob_ControllerClass,Blob_DataClass,Blob_LargeClass,Blob_LowCohesion,ClassDataShouldBePrivate_FieldPublic,ComplexClass_LargeClassOnly,LargeClass_LargeClassOnly,LargeClass_LowCohesionOnly,LazyClass_FewMethods,LazyClass_NotComplexClass,LongMethod_LongMethodClass,LongParameterList_LongParameterListClass,SpaghettiCode_ClassGlobalVariable,SpaghettiCode_LongMethod,SpaghettiCode_MethodNoParameter,SpaghettiCode_NoInheritance,SpeculativeGenerality_AbstractClass,SpeculativeGenerality_OneChildClass,SwissArmyKnife_MultipleInterface
org.eclipse.core.filebuffers.IPersistableAnnotationModel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.ISynchronizationContext,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.ITextFileBuffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.ITextFileBufferManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.FeatureEntry,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformConfiguration,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformURLBaseConnection,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformURLConnection,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformURLHandler,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.SiteEntry,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.SitePolicy,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.compatibility.PluginActivator,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.ContentDescription,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.ContentType,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.ContentTypeBuilder,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.ContentTypeManager,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.DefaultDescription,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.FileSpec,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.LazyInputStream,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.LazyReader,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.TextContentDescriber,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.XMLContentDescriber,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.content.XMLRootHandler,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.AbstractDataTree,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.AbstractDataTreeNode,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DataDeltaNode,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DataTree,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DataTreeLookup,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DataTreeNode,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DataTreeReader,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DataTreeWriter,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DeletedNode,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.DeltaDataTree,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.IComparator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.IDataFlattener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.NoDataDeltaNode,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.NodeComparison,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.NodeInfo,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.ObjectNotFoundException,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.dtree.TestHelper,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.AutoBuildJob,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.BuildCommand,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.BuildManager,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
org.eclipse.core.internal.events.BuilderPersistentInfo,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.DeltaFilter,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.EventStats,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ILifecycleListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.events.InternalBuilder,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
org.eclipse.core.internal.events.LifecycleEvent,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.NodeIDMap,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.NotificationManager,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.PathVariableChangeEvent,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ResourceChangeEvent,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ResourceChangeListenerList,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ResourceComparator,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ResourceDelta,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ResourceDeltaFactory,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.events.ResourceDeltaInfo,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.AdaptExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.AndExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.Assert,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.AssertionFailedException,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.CompositeExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.CountExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.DefaultVariable,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.EnablementExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.EqualsExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.ExpressionMessages,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.ExpressionPlugin,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.ExpressionStatus,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.Expressions,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.InstanceofExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.IterateExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.NotExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.OrExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.Property,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.PropertyCache,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.PropertyTesterDescriptor,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.ResolveExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.StandardElementHandler,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.SystemTestExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.TestExpression,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.TypeExtension,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.TypeExtensionManager,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.expressions.WithExpression,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.AbstractFileBuffer,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.ContainerGenerator,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.DefaultDocumentFactory,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.ExtensionsRegistry,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.FileBuffersMessages,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.FileBuffersPlugin,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.JavaFileBuffer,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
org.eclipse.core.internal.filebuffers.JavaTextFileBuffer,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.ResourceFileBuffer,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
org.eclipse.core.internal.filebuffers.ResourceTextFileBuffer,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.filebuffers.TextFileBufferManager,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.AbstractObjectPolicy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
org.eclipse.core.internal.indexing.AbstractPagePolicy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
org.eclipse.core.internal.indexing.BinarySmallObject,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Buffer,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Convert,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Field,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.FieldArray,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.FieldDef,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Index,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexAnchor,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexCursor,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexNode,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexedStore,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexedStoreContext,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexedStoreException,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexedStoreObject,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.IndexedStoreObjectPolicy,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Insertable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Log,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.LogReader,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.LogWriter,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectAddress,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectHeader,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectID,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectPage,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectStore,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectStoreException,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectStorePage,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ObjectStorePagePolicy,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Page,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
org.eclipse.core.internal.indexing.PageStore,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.PageStoreException,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Pointer,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Referable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.Reservation,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.ReservationTable,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.SpaceMapPage,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.StoreException,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.indexing.StoredObject,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
org.eclipse.core.internal.jobs.Deadlock,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.DeadlockDetector,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.ImplicitJobs,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.InternalJob,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
org.eclipse.core.internal.jobs.JobChangeEvent,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.JobListeners,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.JobManager,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.JobQueue,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.JobStatus,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.LockManager,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.ObjectMap,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.OrderedLock,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.Queue,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.Semaphore,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.ThreadJob,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.Worker,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.jobs.WorkerPool,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.BlobStore,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.CollectSyncStatusVisitor,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.CopyVisitor,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.CoreFileSystemLibrary,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.DeleteVisitor,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.FileSystemResourceManager,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.FileSystemStore,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.HistoryStore,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.HistoryStoreEntry,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.IHistoryStoreVisitor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.ILocalStoreConstants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.IUnifiedTreeVisitor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.IsSynchronizedVisitor,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.RefreshLocalAliasVisitor,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.RefreshLocalVisitor,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.SafeChunkyInputStream,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.SafeChunkyOutputStream,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.SafeFileInputStream,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.SafeFileOutputStream,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.TestingSupport,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.UnifiedTree,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.localstore.UnifiedTreeNode,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.model.IModel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.model.PluginMap,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.model.PluginParser,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.model.RegistryLoader,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.model.RegistryResolver,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.model.RegistryResolver.IndexEntry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.CompatibilityActivator,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.DefaultPlugin,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.DevClassPathHelper,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.InternalPlatform,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.Library,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.PluginClassLoader,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.PluginDescriptor,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.PluginPrerequisite,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.plugins.PluginRegistry,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
