Class,AntiSingleton_NotClassGlobalVariable,Blob_ControllerClass,Blob_DataClass,Blob_LargeClass,Blob_LowCohesion,ClassDataShouldBePrivate_FieldPublic,ComplexClass_LargeClassOnly,LargeClass_LargeClassOnly,LargeClass_LowCohesionOnly,LazyClass_FewMethods,LazyClass_NotComplexClass,LongMethod_LongMethodClass,LongParameterList_LongParameterListClass,SpaghettiCode_ClassGlobalVariable,SpaghettiCode_LongMethod,SpaghettiCode_MethodNoParameter,SpaghettiCode_NoInheritance,SpeculativeGenerality_AbstractClass,SpeculativeGenerality_OneChildClass,SwissArmyKnife_MultipleInterface
org.eclipse.core.commands.operations.OperationHistoryFactory,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.commands.operations.OperationStatus,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
org.eclipse.core.commands.operations.TriggeredOperations,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
org.eclipse.core.commands.operations.UndoContext,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.commands.util.Tracing,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.AggregateValidationStatus,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.Binding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.BindingException,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.DataBindingContext,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.ListBinding,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.databinding.ObservablesManager,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.UpdateListStrategy,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.UpdateStrategy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.UpdateValueStrategy,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.ValueBinding,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.databinding.beans.BeansObservables,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.beans.IBeanObservable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.conversion.Converter,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.conversion.IConverter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.conversion.NumberToStringConverter,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.conversion.StringToNumberConverter,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.AbstractObservable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.ChangeEvent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.ChangeManager,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.ChangeSupport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.Diffs,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.IChangeListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.IObservable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.IObservableCollection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.IObservablesListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.IObserving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.IStaleListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.ObservableEvent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.ObservableTracker,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.Observables,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.Realm,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.StaleEvent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.AbstractObservableList,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.IListChangeListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.IObservableList,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.ListChangeEvent,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.ListDiff,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.ListDiffEntry,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.ObservableList,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.list.WritableList,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.AbstractObservableMap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
org.eclipse.core.databinding.observable.map.BidirectionalMap,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.ComputedObservableMap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.IMapChangeListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.IObservableMap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.MapChangeEvent,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.MapDiff,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.ObservableMap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.map.WritableMap,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.masterdetail.IObservableFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.masterdetail.MasterDetailObservables,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.AbstractObservableSet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
org.eclipse.core.databinding.observable.set.IObservableSet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.ISetChangeListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.ListToSetAdapter,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.MappedSet,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.ObservableSet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.SetChangeEvent,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.SetDiff,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.UnionSet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.set.WritableSet,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.AbstractObservableValue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.AbstractVetoableValue,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.ChangeVetoException,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.ComputedValue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.IObservableValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.IValueChangeListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.IValueChangingListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.IVetoableValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.ValueChangeEvent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.ValueChangingEvent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.ValueDiff,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.observable.value.WritableValue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.util.ILogger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.util.Policy,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.validation.IValidator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.databinding.validation.ValidationStatus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.ElementHandler,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
org.eclipse.core.expressions.EvaluationContext,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.EvaluationResult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.Expression,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.ExpressionConverter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.ExpressionInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.ExpressionTagNames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.ICountable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.IEvaluationContext,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.IIterable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.IPropertyTester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.IVariableResolver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.expressions.PropertyTester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
org.eclipse.core.filebuffers.FileBuffers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IAnnotationModelFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IDocumentFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IDocumentSetupParticipant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IFileBuffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IFileBufferListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IFileBufferManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IFileBufferStatusCodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IPersistableAnnotationModel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.IStateValidationSupport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.ISynchronizationContext,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.ITextFileBuffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.ITextFileBufferManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.LocationKind,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.ContainerCreator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.ConvertLineDelimitersOperation,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.FileBufferOperationRunner,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.FileBuffersMessages,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.GenericFileBufferOperationRunner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.IFileBufferOperation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.MultiTextEditWithProgress,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.RemoveTrailingWhitespaceOperation,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.filebuffers.manipulation.TextFileBufferOperation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.EFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.IFileInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.IFileStore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.IFileSystem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.IFileTree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.URIUtil,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.provider.FileInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.provider.FileStore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.provider.FileSystem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.filesystem.provider.FileTree,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.FeatureEntry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformConfiguration,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformURLBaseConnection,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformURLConnection,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.PlatformURLHandler,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.SiteEntry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.boot.SitePolicy,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
org.eclipse.core.internal.commands.operations.GlobalUndoContext,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
